log_id,shipment_id,container_id,sensor_id,timestamp,temperature_celsius,humidity_percent,location_latitude,location_longitude,location_description,alarm_triggered,alarm_type,operator_id,remarks
380,SHIP_5,CONT_2,SENSOR_2,2025-12-19 20:12:00,7.52,45.6,49.76720,-112.77666,Warehouse,FALSE,,OP_10,
381,SHIP_2,CONT_3,SENSOR_2,2025-12-19 20:17:00,7.64,31.7,-24.82871,175.73778,Warehouse,FALSE,,OP_10,
382,SHIP_5,CONT_3,SENSOR_2,2025-12-19 20:22:00,7.44,42.9,3.14859,178.61672,Warehouse,FALSE,,OP_8,
383,SHIP_4,CONT_1,SENSOR_2,2025-12-19 20:27:00,7.51,46.1,-87.60719,10.57102,Warehouse,FALSE,,OP_3,
384,SHIP_2,CONT_5,SENSOR_2,2025-12-19 20:32:00,7.25,32.1,79.55265,-17.55808,Warehouse,FALSE,,OP_3,
385,SHIP_5,CONT_4,SENSOR_2,2025-12-19 20:37:00,7.17,46.8,-38.97496,-145.94443,Warehouse,FALSE,,OP_4,
386,SHIP_2,CONT_3,SENSOR_2,2025-12-19 20:42:00,6.85,46.0,0.03090,-30.14822,Warehouse,FALSE,,OP_8,
387,SHIP_4,CONT_4,SENSOR_2,2025-12-19 20:47:00,6.86,33.2,-40.28200,105.33871,Warehouse,FALSE,,OP_9,
388,SHIP_3,CONT_2,SENSOR_2,2025-12-19 20:52:00,8.65,46.2,-65.02108,-100.45532,Warehouse,FALSE,,OP_1,
389,SHIP_1,CONT_1,SENSOR_2,2025-12-19 20:57:00,8.00,46.6,66.92811,-162.43781,Warehouse,FALSE,,OP_7,
390,SHIP_5,CONT_2,SENSOR_2,2025-12-19 21:02:00,8.00,45.4,50.10841,15.32390,Warehouse,FALSE,,OP_1,
391,SHIP_2,CONT_2,SENSOR_2,2025-12-19 21:07:00,7.79,30.2,-69.30145,-145.09780,Warehouse,FALSE,,OP_4,
392,SHIP_3,CONT_5,SENSOR_2,2025-12-19 21:12:00,7.90,49.6,59.56071,56.06838,Warehouse,FALSE,,OP_3,
393,SHIP_2,CONT_2,SENSOR_2,2025-12-19 21:17:00,7.86,38.8,61.04565,-56.46455,Warehouse,FALSE,,OP_4,
394,SHIP_5,CONT_4,SENSOR_2,2025-12-19 21:22:00,11.03,37.0,-17.50828,-127.24435,Warehouse,FALSE,,OP_2,
395,SHIP_5,CONT_2,SENSOR_2,2025-12-19 21:27:00,8.00,31.3,-11.13781,-79.76550,Warehouse,FALSE,,OP_2,
396,SHIP_2,CONT_1,SENSOR_2,2025-12-19 21:32:00,8.00,37.8,-61.06832,11.05789,Warehouse,FALSE,,OP_4,
397,SHIP_2,CONT_1,SENSOR_2,2025-12-19 21:37:00,7.83,33.6,89.92077,-109.98623,Warehouse,FALSE,,OP_8,
398,SHIP_3,CONT_4,SENSOR_2,2025-12-19 21:42:00,7.77,37.6,-63.11683,-105.64861,Warehouse,FALSE,,OP_2,
399,SHIP_1,CONT_2,SENSOR_2,2025-12-19 21:47:00,7.96,33.5,-28.08240,-36.77195,Warehouse,FALSE,,OP_4,
400,SHIP_5,CONT_2,SENSOR_2,2025-12-19 21:52:00,7.70,39.2,35.85918,1.37037,Warehouse,FALSE,,OP_2,
401,SHIP_5,CONT_1,SENSOR_2,2025-12-19 21:57:00,7.83,35.7,4.75096,86.03063,Warehouse,FALSE,,OP_1,
402,SHIP_4,CONT_3,SENSOR_2,2025-12-19 22:02:00,8.00,40.5,2.03452,8.10164,Warehouse,FALSE,,OP_10,
403,SHIP_2,CONT_3,SENSOR_2,2025-12-19 22:07:00,8.00,35.7,-21.81552,-151.20062,Warehouse,FALSE,,OP_2,
404,SHIP_5,CONT_3,SENSOR_2,2025-12-19 22:12:00,7.87,41.1,-5.98566,-40.46320,Warehouse,FALSE,,OP_7,
405,SHIP_5,CONT_3,SENSOR_2,2025-12-19 22:17:00,7.54,45.7,46.35188,34.99999,Warehouse,FALSE,,OP_3,
406,SHIP_2,CONT_1,SENSOR_2,2025-12-19 22:22:00,7.44,37.2,84.59252,-125.09148,Warehouse,FALSE,,OP_5,
407,SHIP_5,CONT_3,SENSOR_2,2025-12-19 22:27:00,7.63,35.1,20.67606,25.38129,Warehouse,FALSE,,OP_10,
408,SHIP_4,CONT_3,SENSOR_2,2025-12-19 22:32:00,7.36,43.8,-60.81314,167.05869,Warehouse,FALSE,,OP_10,
409,SHIP_2,CONT_2,SENSOR_2,2025-12-19 22:37:00,7.23,38.0,-66.11604,-147.06302,Warehouse,FALSE,,OP_6,
410,SHIP_1,CONT_5,SENSOR_2,2025-12-19 22:42:00,7.48,39.3,-28.60189,-64.63659,Warehouse,FALSE,,OP_4,
411,SHIP_1,CONT_4,SENSOR_2,2025-12-19 22:47:00,7.63,44.2,-40.16277,21.83408,Warehouse,FALSE,,OP_4,
412,SHIP_5,CONT_1,SENSOR_2,2025-12-19 22:52:00,7.64,48.3,-87.93979,136.34527,Warehouse,FALSE,,OP_7,
413,SHIP_4,CONT_1,SENSOR_2,2025-12-19 22:57:00,7.32,33.9,-74.95565,-99.58949,Warehouse,FALSE,,OP_7,
414,SHIP_3,CONT_3,SENSOR_2,2025-12-19 23:02:00,9.64,32.4,54.69088,-179.84738,Warehouse,FALSE,,OP_3,
415,SHIP_4,CONT_2,SENSOR_2,2025-12-19 23:07:00,8.00,42.0,46.02640,37.37273,Warehouse,FALSE,,OP_6,
416,SHIP_1,CONT_1,SENSOR_2,2025-12-19 23:12:00,8.00,38.5,-45.00334,-178.63383,Warehouse,FALSE,,OP_5,
417,SHIP_4,CONT_4,SENSOR_2,2025-12-19 23:17:00,7.76,43.8,-32.51207,-40.76957,Warehouse,FALSE,,OP_1,
418,SHIP_4,CONT_1,SENSOR_2,2025-12-19 23:22:00,7.67,43.3,66.13898,-176.74005,Warehouse,FALSE,,OP_2,
419,SHIP_5,CONT_3,SENSOR_2,2025-12-19 23:27:00,7.73,33.6,15.67040,-164.52288,Warehouse,FALSE,,OP_10,
420,SHIP_5,CONT_3,SENSOR_2,2025-12-19 23:32:00,7.88,32.4,70.41305,-80.34565,Warehouse,FALSE,,OP_3,
421,SHIP_1,CONT_1,SENSOR_2,2025-12-19 23:37:00,8.00,31.0,11.73385,-108.56825,Warehouse,FALSE,,OP_7,
422,SHIP_4,CONT_3,SENSOR_2,2025-12-19 23:42:00,8.00,44.1,-83.30217,160.62294,Warehouse,FALSE,,OP_6,
423,SHIP_5,CONT_4,SENSOR_2,2025-12-19 23:47:00,8.00,38.3,68.75375,-42.28712,Warehouse,FALSE,,OP_1,
424,SHIP_5,CONT_1,SENSOR_2,2025-12-19 23:52:00,8.00,49.1,-81.42230,-100.79188,Warehouse,FALSE,,OP_3,
425,SHIP_4,CONT_3,SENSOR_2,2025-12-19 23:57:00,8.00,33.0,17.92225,66.10954,Warehouse,FALSE,,OP_1,
426,SHIP_1,CONT_2,SENSOR_2,2025-12-20 00:02:00,8.00,49.8,-17.91352,-104.68210,Warehouse,FALSE,,OP_4,
427,SHIP_3,CONT_3,SENSOR_2,2025-12-20 00:07:00,8.00,42.7,-12.51472,73.88805,Warehouse,FALSE,,OP_10,
428,SHIP_4,CONT_3,SENSOR_2,2025-12-20 00:12:00,8.00,38.9,72.26266,-126.59750,Warehouse,FALSE,,OP_10,
429,SHIP_3,CONT_4,SENSOR_2,2025-12-20 00:17:00,7.87,36.8,4.55014,-7.84840,Warehouse,FALSE,,OP_8,
430,SHIP_5,CONT_1,SENSOR_2,2025-12-20 00:22:00,7.87,35.3,-6.91649,-148.23043,Warehouse,FALSE,,OP_5,
431,SHIP_4,CONT_2,SENSOR_2,2025-12-20 00:27:00,7.50,35.5,-25.38467,-1.26980,Warehouse,FALSE,,OP_2,
432,SHIP_1,CONT_2,SENSOR_2,2025-12-20 00:32:00,7.63,31.5,-53.86251,-59.51275,Warehouse,FALSE,,OP_7,
433,SHIP_1,CONT_3,SENSOR_2,2025-12-20 00:37:00,7.56,39.0,13.14043,6.30857,Warehouse,FALSE,,OP_9,
434,SHIP_1,CONT_5,SENSOR_2,2025-12-20 00:42:00,9.81,49.5,58.36107,-102.19146,Warehouse,FALSE,,OP_1,
435,SHIP_3,CONT_4,SENSOR_2,2025-12-20 00:47:00,8.00,39.6,-29.55334,152.22256,Warehouse,FALSE,,OP_6,
436,SHIP_4,CONT_5,SENSOR_2,2025-12-20 00:52:00,7.88,43.6,9.33605,58.49113,Warehouse,FALSE,,OP_8,
437,SHIP_3,CONT_5,SENSOR_2,2025-12-20 00:57:00,7.84,35.1,76.38449,173.81106,Warehouse,FALSE,,OP_1,
438,SHIP_2,CONT_1,SENSOR_2,2025-12-20 01:02:00,7.70,40.0,83.70226,-27.16388,Warehouse,FALSE,,OP_3,
439,SHIP_1,CONT_1,SENSOR_2,2025-12-20 01:07:00,7.92,34.0,7.62173,-146.20272,Warehouse,FALSE,,OP_2,
440,SHIP_3,CONT_5,SENSOR_2,2025-12-20 01:12:00,8.00,42.4,-22.12615,76.02092,Warehouse,FALSE,,OP_4,
441,SHIP_2,CONT_5,SENSOR_2,2025-12-20 01:17:00,7.82,43.1,34.86799,-15.16623,Warehouse,FALSE,,OP_8,
442,SHIP_4,CONT_5,SENSOR_2,2025-12-20 01:22:00,7.62,34.0,47.70829,-178.75852,Warehouse,FALSE,,OP_10,
443,SHIP_2,CONT_4,SENSOR_2,2025-12-20 01:27:00,7.44,43.8,-11.63529,-123.77260,Warehouse,FALSE,,OP_4,
444,SHIP_3,CONT_4,SENSOR_2,2025-12-20 01:32:00,7.24,40.9,-22.91600,158.45112,Warehouse,FALSE,,OP_9,
445,SHIP_5,CONT_5,SENSOR_2,2025-12-20 01:37:00,7.00,43.8,-1.25500,-71.97088,Warehouse,FALSE,,OP_5,
446,SHIP_1,CONT_1,SENSOR_2,2025-12-20 01:42:00,6.96,41.5,17.58736,-87.48544,Warehouse,FALSE,,OP_10,
447,SHIP_4,CONT_3,SENSOR_2,2025-12-20 01:47:00,7.10,30.9,-78.65009,-41.96502,Warehouse,FALSE,,OP_5,
448,SHIP_2,CONT_3,SENSOR_2,2025-12-20 01:52:00,7.21,36.1,-48.54387,81.51506,Warehouse,FALSE,,OP_10,
449,SHIP_5,CONT_3,SENSOR_2,2025-12-20 01:57:00,7.46,46.0,-58.25765,21.07019,Warehouse,FALSE,,OP_1,
450,SHIP_5,CONT_2,SENSOR_2,2025-12-20 02:02:00,7.72,32.2,-85.42835,-148.30605,Warehouse,FALSE,,OP_1,
451,SHIP_1,CONT_2,SENSOR_2,2025-12-20 02:07:00,7.60,46.7,40.28379,119.50468,Warehouse,FALSE,,OP_10,
452,SHIP_5,CONT_5,SENSOR_2,2025-12-20 02:12:00,7.67,37.5,-55.54036,-123.96047,Warehouse,FALSE,,OP_6,
453,SHIP_4,CONT_1,SENSOR_2,2025-12-20 02:17:00,7.80,48.2,-19.53592,-53.56969,Warehouse,FALSE,,OP_2,
454,SHIP_2,CONT_2,SENSOR_2,2025-12-20 02:22:00,8.00,30.4,-31.86502,35.75694,Warehouse,FALSE,,OP_9,
455,SHIP_3,CONT_1,SENSOR_2,2025-12-20 02:27:00,8.00,34.8,5.44342,-63.61969,Warehouse,FALSE,,OP_6,
456,SHIP_2,CONT_5,SENSOR_2,2025-12-20 02:32:00,8.00,38.7,-33.55028,-56.14284,Warehouse,FALSE,,OP_6,
457,SHIP_2,CONT_1,SENSOR_2,2025-12-20 02:37:00,7.78,43.7,68.43686,-10.30097,Warehouse,FALSE,,OP_7,
458,SHIP_2,CONT_1,SENSOR_2,2025-12-20 02:42:00,7.90,32.8,-66.87154,-131.50202,Warehouse,FALSE,,OP_3,
459,SHIP_5,CONT_1,SENSOR_2,2025-12-20 02:47:00,7.64,48.8,-71.86774,118.51848,Warehouse,FALSE,,OP_6,
460,SHIP_4,CONT_1,SENSOR_2,2025-12-20 02:52:00,7.49,34.7,53.39366,14.40718,Warehouse,FALSE,,OP_2,
461,SHIP_4,CONT_3,SENSOR_2,2025-12-20 02:57:00,7.81,41.5,69.07675,-67.40395,Warehouse,FALSE,,OP_7,
462,SHIP_1,CONT_5,SENSOR_2,2025-12-20 03:02:00,7.79,38.7,11.29852,-155.56972,Warehouse,FALSE,,OP_10,
463,SHIP_1,CONT_5,SENSOR_2,2025-12-20 03:07:00,8.72,41.4,47.41265,4.33329,Warehouse,FALSE,,OP_2,
464,SHIP_4,CONT_4,SENSOR_2,2025-12-20 03:12:00,8.00,38.1,-6.19520,126.88511,Warehouse,FALSE,,OP_10,
465,SHIP_1,CONT_3,SENSOR_2,2025-12-20 03:17:00,7.94,37.8,-38.62396,87.06517,Warehouse,FALSE,,OP_6,
466,SHIP_3,CONT_1,SENSOR_2,2025-12-20 03:22:00,8.00,48.9,78.19396,-169.49086,Warehouse,FALSE,,OP_5,
467,SHIP_3,CONT_1,SENSOR_2,2025-12-20 03:27:00,8.00,47.5,-72.92889,64.35283,Warehouse,FALSE,,OP_10,
468,SHIP_4,CONT_4,SENSOR_2,2025-12-20 03:32:00,7.80,34.5,-28.64929,-154.12091,Warehouse,FALSE,,OP_7,
469,SHIP_2,CONT_1,SENSOR_2,2025-12-20 03:37:00,7.65,36.6,31.56453,-64.62071,Warehouse,FALSE,,OP_3,
470,SHIP_1,CONT_4,SENSOR_2,2025-12-20 03:42:00,7.50,39.9,-27.23403,-32.30160,Warehouse,FALSE,,OP_2,
471,SHIP_2,CONT_4,SENSOR_2,2025-12-20 03:47:00,7.71,45.4,-48.33025,53.80472,Warehouse,FALSE,,OP_4,
472,SHIP_5,CONT_3,SENSOR_2,2025-12-20 03:52:00,7.91,44.6,-67.78180,-142.41858,Warehouse,FALSE,,OP_2,
473,SHIP_1,CONT_2,SENSOR_2,2025-12-20 03:57:00,8.00,34.5,78.19333,48.14932,Warehouse,FALSE,,OP_2,
474,SHIP_4,CONT_5,SENSOR_2,2025-12-20 04:02:00,8.00,33.8,-20.12285,-12.82291,Warehouse,FALSE,,OP_3,
475,SHIP_3,CONT_2,SENSOR_2,2025-12-20 04:07:00,7.91,38.0,-65.32254,171.47740,Warehouse,FALSE,,OP_9,
476,SHIP_4,CONT_5,SENSOR_2,2025-12-20 04:12:00,8.00,30.0,-9.55541,18.20671,Warehouse,FALSE,,OP_3,
477,SHIP_2,CONT_4,SENSOR_2,2025-12-20 04:17:00,7.96,36.3,8.85117,73.22370,Warehouse,FALSE,,OP_8,
478,SHIP_3,CONT_5,SENSOR_2,2025-12-20 04:22:00,8.00,42.6,78.32014,-135.79168,Warehouse,FALSE,,OP_1,
479,SHIP_5,CONT_2,SENSOR_2,2025-12-20 04:27:00,8.00,43.1,56.11264,77.73522,Warehouse,FALSE,,OP_9,
480,SHIP_3,CONT_1,SENSOR_2,2025-12-20 04:32:00,9.29,32.7,-9.14285,-179.74344,Warehouse,FALSE,,OP_10,
481,SHIP_2,CONT_3,SENSOR_2,2025-12-20 04:37:00,8.00,46.8,-22.54771,-79.41591,Warehouse,FALSE,,OP_7,
482,SHIP_4,CONT_3,SENSOR_2,2025-12-20 04:42:00,10.97,39.7,-80.80744,11.80807,Warehouse,FALSE,,OP_2,
483,SHIP_2,CONT_1,SENSOR_2,2025-12-20 04:47:00,8.00,30.5,54.74864,-46.46582,Warehouse,FALSE,,OP_3,
484,SHIP_3,CONT_3,SENSOR_2,2025-12-20 04:52:00,8.00,40.2,-9.66136,-35.49400,Warehouse,FALSE,,OP_2,
485,SHIP_1,CONT_3,SENSOR_2,2025-12-20 04:57:00,7.97,43.6,4.29532,67.59001,Warehouse,FALSE,,OP_1,
486,SHIP_3,CONT_4,SENSOR_2,2025-12-20 05:02:00,7.87,33.9,11.42578,159.97658,Warehouse,FALSE,,OP_1,
487,SHIP_1,CONT_3,SENSOR_2,2025-12-20 05:07:00,7.70,46.8,-16.66783,133.92883,Warehouse,FALSE,,OP_2,
488,SHIP_5,CONT_4,SENSOR_2,2025-12-20 05:12:00,7.61,46.6,-44.35603,171.77374,Warehouse,FALSE,,OP_7,
489,SHIP_1,CONT_3,SENSOR_2,2025-12-20 05:17:00,7.51,39.1,35.09041,-24.15145,Warehouse,FALSE,,OP_10,
490,SHIP_1,CONT_5,SENSOR_2,2025-12-20 05:22:00,7.48,33.8,8.03648,-143.44366,Warehouse,FALSE,,OP_4,
491,SHIP_3,CONT_3,SENSOR_2,2025-12-20 05:27:00,7.42,49.2,-73.41216,156.77641,Warehouse,FALSE,,OP_3,
492,SHIP_1,CONT_2,SENSOR_2,2025-12-20 05:32:00,10.37,49.2,64.48372,78.50721,Warehouse,FALSE,,OP_3,
493,SHIP_1,CONT_4,SENSOR_2,2025-12-20 05:37:00,8.00,32.9,22.28256,-76.09174,Warehouse,FALSE,,OP_6,
494,SHIP_2,CONT_2,SENSOR_2,2025-12-20 05:42:00,7.77,37.8,-50.93668,145.79685,Warehouse,FALSE,,OP_3,
495,SHIP_2,CONT_3,SENSOR_2,2025-12-20 05:47:00,7.67,34.5,-76.55859,166.62795,Warehouse,FALSE,,OP_3,
496,SHIP_5,CONT_1,SENSOR_2,2025-12-20 05:52:00,7.82,45.7,4.71173,98.73362,Warehouse,FALSE,,OP_5,
497,SHIP_1,CONT_1,SENSOR_2,2025-12-20 05:57:00,7.78,42.8,-5.18220,39.55128,Warehouse,FALSE,,OP_5,
498,SHIP_5,CONT_4,SENSOR_2,2025-12-20 06:02:00,7.86,47.6,-70.21282,45.62152,Warehouse,FALSE,,OP_3,
499,SHIP_2,CONT_5,SENSOR_2,2025-12-20 06:07:00,7.55,31.6,83.00115,-139.49805,Warehouse,FALSE,,OP_6,
500,SHIP_3,CONT_5,SENSOR_2,2025-12-20 06:12:00,7.16,36.5,-23.27129,-4.10647,Warehouse,FALSE,,OP_1,
501,SHIP_2,CONT_1,SENSOR_2,2025-12-20 06:17:00,7.23,42.9,39.97482,65.63348,Warehouse,FALSE,,OP_4,
502,SHIP_3,CONT_5,SENSOR_2,2025-12-20 06:22:00,7.34,49.1,-60.49500,-32.38431,Warehouse,FALSE,,OP_2,
503,SHIP_5,CONT_1,SENSOR_2,2025-12-20 06:27:00,7.48,39.1,-36.58406,-158.44525,Warehouse,FALSE,,OP_6,
504,SHIP_4,CONT_1,SENSOR_2,2025-12-20 06:32:00,7.64,41.2,-42.70050,-14.31518,Warehouse,FALSE,,OP_5,
505,SHIP_3,CONT_4,SENSOR_2,2025-12-20 06:37:00,7.92,44.5,-17.80302,95.41880,Warehouse,FALSE,,OP_4,
506,SHIP_2,CONT_4,SENSOR_2,2025-12-20 06:42:00,7.92,30.8,-55.50833,86.01296,Warehouse,FALSE,,OP_3,
507,SHIP_2,CONT_3,SENSOR_2,2025-12-20 06:47:00,7.75,47.5,-12.97786,-112.02162,Warehouse,FALSE,,OP_2,
508,SHIP_2,CONT_3,SENSOR_2,2025-12-20 06:52:00,7.78,45.0,35.71093,-99.23363,Warehouse,FALSE,,OP_5,
509,SHIP_5,CONT_4,SENSOR_2,2025-12-20 06:57:00,7.70,49.1,-10.00307,13.10882,Warehouse,FALSE,,OP_3,
510,SHIP_3,CONT_1,SENSOR_2,2025-12-20 07:02:00,7.98,35.1,-77.03128,15.09957,Warehouse,FALSE,,OP_8,
511,SHIP_3,CONT_5,SENSOR_2,2025-12-20 07:07:00,8.00,39.0,53.91832,-158.39200,Warehouse,FALSE,,OP_5,
512,SHIP_3,CONT_1,SENSOR_2,2025-12-20 07:12:00,8.00,42.1,-11.74896,-50.04578,Warehouse,FALSE,,OP_1,
513,SHIP_3,CONT_3,SENSOR_2,2025-12-20 07:17:00,8.00,30.0,82.84313,-134.28281,Warehouse,FALSE,,OP_6,
514,SHIP_1,CONT_5,SENSOR_2,2025-12-20 07:22:00,8.00,40.4,4.39316,-53.48294,Warehouse,FALSE,,OP_5,
515,SHIP_4,CONT_5,SENSOR_2,2025-12-20 07:27:00,8.00,32.2,-80.99660,-172.85512,Warehouse,FALSE,,OP_10,
516,SHIP_2,CONT_3,SENSOR_2,2025-12-20 07:32:00,7.87,36.6,-44.02374,-130.98772,Warehouse,FALSE,,OP_9,
517,SHIP_4,CONT_4,SENSOR_2,2025-12-20 07:37:00,7.96,38.1,-24.69598,-149.99002,Warehouse,FALSE,,OP_8,
518,SHIP_3,CONT_5,SENSOR_2,2025-12-20 07:42:00,8.00,37.0,6.72567,92.19478,Warehouse,FALSE,,OP_6,
519,SHIP_1,CONT_5,SENSOR_2,2025-12-20 07:47:00,7.92,46.4,20.80146,-149.87545,Warehouse,FALSE,,OP_6,
520,SHIP_4,CONT_2,SENSOR_2,2025-12-20 07:52:00,8.00,30.3,1.37656,-139.52013,Warehouse,FALSE,,OP_6,
521,SHIP_2,CONT_3,SENSOR_2,2025-12-20 07:57:00,8.00,35.2,82.77792,-151.99262,Warehouse,FALSE,,OP_9,
522,SHIP_2,CONT_5,SENSOR_2,2025-12-20 08:02:00,7.91,37.7,31.92829,-174.91870,Warehouse,FALSE,,OP_1,
523,SHIP_2,CONT_3,SENSOR_2,2025-12-20 08:07:00,8.00,42.7,14.10549,146.48133,Warehouse,FALSE,,OP_10,
524,SHIP_4,CONT_2,SENSOR_2,2025-12-20 08:12:00,7.74,34.1,-89.85766,125.52440,Warehouse,FALSE,,OP_7,
525,SHIP_3,CONT_4,SENSOR_2,2025-12-20 08:17:00,8.00,45.9,28.68665,79.06230,Warehouse,FALSE,,OP_8,
526,SHIP_2,CONT_3,SENSOR_2,2025-12-20 08:22:00,8.00,43.6,-38.72026,-34.48718,Warehouse,FALSE,,OP_4,
527,SHIP_3,CONT_5,SENSOR_2,2025-12-20 08:27:00,8.00,31.9,-65.88145,69.18334,Warehouse,FALSE,,OP_2,
528,SHIP_5,CONT_4,SENSOR_2,2025-12-20 08:32:00,8.00,45.9,-82.89557,124.10149,Warehouse,FALSE,,OP_1,
529,SHIP_3,CONT_4,SENSOR_2,2025-12-20 08:37:00,7.98,30.8,33.95860,-178.00678,Warehouse,FALSE,,OP_8,
530,SHIP_4,CONT_5,SENSOR_2,2025-12-20 08:42:00,8.00,35.3,4.63353,-148.85572,Warehouse,FALSE,,OP_7,
531,SHIP_4,CONT_2,SENSOR_2,2025-12-20 08:47:00,7.90,48.9,49.31259,35.47092,Warehouse,FALSE,,OP_4,
532,SHIP_2,CONT_1,SENSOR_2,2025-12-20 08:52:00,7.87,40.3,14.74751,176.35616,Warehouse,FALSE,,OP_7,
533,SHIP_2,CONT_4,SENSOR_2,2025-12-20 08:57:00,7.61,37.6,22.74314,178.31502,Warehouse,FALSE,,OP_2,
534,SHIP_3,CONT_2,SENSOR_2,2025-12-20 09:02:00,7.64,34.1,48.57098,75.93321,Warehouse,FALSE,,OP_10,
535,SHIP_4,CONT_1,SENSOR_2,2025-12-20 09:07:00,7.43,35.4,-27.31882,-87.18616,Warehouse,FALSE,,OP_7,
536,SHIP_4,CONT_3,SENSOR_2,2025-12-20 09:12:00,7.41,35.8,-7.90266,-176.45626,Warehouse,FALSE,,OP_8,
537,SHIP_3,CONT_2,SENSOR_2,2025-12-20 09:17:00,7.40,34.0,-71.62069,112.82806,Warehouse,FALSE,,OP_4,
538,SHIP_5,CONT_1,SENSOR_2,2025-12-20 09:22:00,7.47,41.5,79.65913,143.34449,Warehouse,FALSE,,OP_2,
539,SHIP_5,CONT_2,SENSOR_2,2025-12-20 09:27:00,7.34,36.8,-11.85127,-9.53513,Warehouse,FALSE,,OP_6,
540,SHIP_2,CONT_3,SENSOR_2,2025-12-20 09:32:00,7.38,44.3,-43.78777,-7.45391,Warehouse,FALSE,,OP_6,
541,SHIP_3,CONT_5,SENSOR_2,2025-12-20 09:37:00,7.40,48.1,22.07760,109.01022,Warehouse,FALSE,,OP_2,
542,SHIP_3,CONT_5,SENSOR_2,2025-12-20 09:42:00,7.65,38.5,-13.11359,71.52723,Warehouse,FALSE,,OP_10,
543,SHIP_3,CONT_4,SENSOR_2,2025-12-20 09:47:00,7.69,46.6,74.79600,-14.29370,Warehouse,FALSE,,OP_6,
544,SHIP_3,CONT_1,SENSOR_2,2025-12-20 09:52:00,7.61,43.6,-34.89411,-73.29388,Warehouse,FALSE,,OP_2,
545,SHIP_1,CONT_1,SENSOR_2,2025-12-20 09:57:00,7.81,35.2,61.47260,97.14688,Warehouse,FALSE,,OP_8,
546,SHIP_2,CONT_2,SENSOR_2,2025-12-20 10:02:00,7.94,44.7,-66.16491,110.63755,Warehouse,FALSE,,OP_3,
547,SHIP_4,CONT_5,SENSOR_2,2025-12-20 10:07:00,7.68,37.3,-51.55734,-46.72960,Warehouse,FALSE,,OP_8,
548,SHIP_5,CONT_3,SENSOR_2,2025-12-20 10:12:00,7.53,32.7,-45.58413,-5.89828,Warehouse,FALSE,,OP_2,
549,SHIP_5,CONT_2,SENSOR_2,2025-12-20 10:17:00,7.70,31.4,-52.47899,138.18979,Warehouse,FALSE,,OP_5,
550,SHIP_3,CONT_5,SENSOR_2,2025-12-20 10:22:00,7.45,45.2,-63.98252,-12.31843,Warehouse,FALSE,,OP_10,
551,SHIP_1,CONT_3,SENSOR_2,2025-12-20 10:27:00,7.00,40.5,-12.32467,55.83800,Warehouse,FALSE,,OP_9,
552,SHIP_3,CONT_1,SENSOR_2,2025-12-20 10:32:00,7.23,46.0,89.51138,137.28661,Warehouse,FALSE,,OP_5,
553,SHIP_5,CONT_3,SENSOR_2,2025-12-20 10:37:00,7.31,34.6,-86.55727,-102.36978,Warehouse,FALSE,,OP_3,
554,SHIP_4,CONT_4,SENSOR_2,2025-12-20 10:42:00,7.33,36.8,88.80895,-106.44167,Warehouse,FALSE,,OP_7,
555,SHIP_2,CONT_2,SENSOR_2,2025-12-20 10:47:00,7.61,43.3,-56.02545,-22.37161,Warehouse,FALSE,,OP_10,
556,SHIP_5,CONT_3,SENSOR_2,2025-12-20 10:52:00,7.69,34.4,50.06010,103.51459,Warehouse,FALSE,,OP_9,
557,SHIP_2,CONT_2,SENSOR_2,2025-12-20 10:57:00,7.80,46.1,15.15513,75.94363,Warehouse,FALSE,,OP_4,
558,SHIP_1,CONT_2,SENSOR_2,2025-12-20 11:02:00,7.88,36.1,84.78438,-54.61455,Warehouse,FALSE,,OP_1,
559,SHIP_3,CONT_5,SENSOR_2,2025-12-20 11:07:00,7.88,42.3,64.75440,-55.43587,Warehouse,FALSE,,OP_8,
560,SHIP_3,CONT_4,SENSOR_2,2025-12-20 11:12:00,8.00,48.2,-71.48702,-129.31351,Warehouse,FALSE,,OP_4,
561,SHIP_3,CONT_4,SENSOR_2,2025-12-20 11:17:00,8.00,45.1,52.77456,164.42419,Warehouse,FALSE,,OP_8,
562,SHIP_4,CONT_3,SENSOR_2,2025-12-20 11:22:00,7.90,41.0,37.17538,-31.72205,Warehouse,FALSE,,OP_6,
563,SHIP_5,CONT_2,SENSOR_2,2025-12-20 11:27:00,8.00,37.1,23.08035,-101.12905,Warehouse,FALSE,,OP_3,
564,SHIP_2,CONT_4,SENSOR_2,2025-12-20 11:32:00,7.83,30.4,-87.30568,0.82193,Warehouse,FALSE,,OP_7,
565,SHIP_3,CONT_3,SENSOR_2,2025-12-20 11:37:00,7.98,40.3,82.90550,-97.66681,Warehouse,FALSE,,OP_3,
566,SHIP_2,CONT_1,SENSOR_2,2025-12-20 11:42:00,7.85,38.1,-76.75932,-53.93583,Warehouse,FALSE,,OP_1,
567,SHIP_3,CONT_1,SENSOR_2,2025-12-20 11:47:00,7.97,41.3,-41.24040,31.65477,Warehouse,FALSE,,OP_6,
568,SHIP_5,CONT_2,SENSOR_2,2025-12-20 11:52:00,7.81,46.3,-42.43364,100.07867,Warehouse,FALSE,,OP_2,
569,SHIP_1,CONT_1,SENSOR_2,2025-12-20 11:57:00,7.79,45.7,-28.88399,74.69874,Warehouse,FALSE,,OP_6,
